gene_id	seqid	strand	biotype	name	description
ENSSSAG00000026456	AGKD04219496.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000026465	AGKD04208580.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026468	AGKD04241810.1	.	protein_coding		
ENSSSAG00000026484	AGKD04259548.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026485	AGKD04307414.1	.	protein_coding		
ENSSSAG00000026487	AGKD04329791.1	.	pseudogene		
ENSSSAG00000026489	AGKD04225331.1	.	pseudogene		
ENSSSAG00000026490	AGKD04255040.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000026495	AGKD04343563.1	.	pseudogene		
ENSSSAG00000026502	AGKD04245521.1	.	protein_coding		
ENSSSAG00000026503	AGKD04079390.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000026504	AGKD04349158.1	.	protein_coding		
ENSSSAG00000026510	AGKD04103705.1	.	protein_coding		
ENSSSAG00000026520	AGKD04235573.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026528	AGKD04267576.1	.	protein_coding		
ENSSSAG00000026541	AGKD04219536.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000026542	AGKD04079390.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000026555	AGKD04293726.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000026562	AGKD04245540.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026569	AGKD04086106.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000026570	AGKD04079396.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026586	AGKD04241855.1	.	protein_coding		
ENSSSAG00000026592	AGKD04219579.1	.	protein_coding		
ENSSSAG00000026604	AGKD04245548.1	.	protein_coding		
ENSSSAG00000026606	AGKD04223442.1	.	protein_coding		
ENSSSAG00000026618	AGKD04259599.1	.	protein_coding		
ENSSSAG00000026622	AGKD04086106.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000026625	AGKD04290707.1	.	protein_coding		
ENSSSAG00000026627	AGKD04280500.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000026636	AGKD04349173.1	.	protein_coding		
ENSSSAG00000026644	AGKD04235619.1	.	protein_coding		
ENSSSAG00000026652	AGKD04311974.1	.	protein_coding		
ENSSSAG00000026665	AGKD04122386.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000026668	AGKD04245567.1	.	protein_coding		
ENSSSAG00000026674	AGKD04102603.1	.	protein_coding		
ENSSSAG00000026677	AGKD04265717.1	.	protein_coding		
ENSSSAG00000026682	AGKD04270063.1	.	protein_coding		
ENSSSAG00000026684	AGKD04241861.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026685	AGKD04307440.1	.	pseudogene		
ENSSSAG00000026693	AGKD04267596.1	.	protein_coding		
ENSSSAG00000026694	AGKD04349182.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000026698	AGKD04293778.1	.	protein_coding		
ENSSSAG00000026700	AGKD04122386.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000026703	AGKD04063169.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000026711	AGKD04327062.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000026712	AGKD04223670.1	.	snoRNA	SNORA73	Small nucleolar RNA SNORA73 family [Source:RFAM%3BAcc:RF00045]
ENSSSAG00000026713	AGKD04086478.1	.	protein_coding		
ENSSSAG00000026720	AGKD04263721.1	.	protein_coding		
ENSSSAG00000026736	AGKD04250131.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026744	AGKD04122435.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000026748	AGKD04063169.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000026756	AGKD04223670.1	.	snoRNA	SNORA73	Small nucleolar RNA SNORA73 family [Source:RFAM%3BAcc:RF00045]
ENSSSAG00000026761	AGKD04270150.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026763	AGKD04029089.1	.	protein_coding		zona pellucida sperm-binding protein 3-like [Source:NCBI gene%3BAcc:106596694]
ENSSSAG00000026778	AGKD04329845.1	.	protein_coding		
ENSSSAG00000026795	AGKD04235632.1	.	protein_coding		
ENSSSAG00000026800	AGKD04225460.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026803	AGKD04308997.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000026809	AGKD04255255.1	.	protein_coding		
ENSSSAG00000026811	AGKD04259677.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000026813	AGKD04267654.1	.	protein_coding		
ENSSSAG00000026821	AGKD04312002.1	.	protein_coding		
ENSSSAG00000026822	AGKD04278274.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026828	AGKD04259677.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000026837	AGKD04270185.1	.	protein_coding		
ENSSSAG00000026838	AGKD04223702.1	.	protein_coding		
ENSSSAG00000026852	AGKD04267681.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026863	AGKD04250207.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026867	AGKD04323252.1	.	protein_coding		
ENSSSAG00000026872	AGKD04129274.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000026873	AGKD04245629.1	.	protein_coding		
ENSSSAG00000026874	AGKD04235663.1	.	protein_coding		
ENSSSAG00000026875	AGKD04343606.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026883	AGKD04025937.1	.	protein_coding		
ENSSSAG00000026894	AGKD04097318.1	.	protein_coding		
ENSSSAG00000026898	AGKD04349434.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026910	ssa16	.	lncRNA		
ENSSSAG00000026923	AGKD04343619.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026924	AGKD04129274.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000026927	AGKD04293889.1	.	protein_coding		
ENSSSAG00000026930	AGKD04250211.1	.	protein_coding		
ENSSSAG00000026939	AGKD04235663.1	.	pseudogene		
ENSSSAG00000026947	AGKD04044642.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000026956	AGKD04323282.1	.	protein_coding		
ENSSSAG00000026980	AGKD04296532.1	.	protein_coding		
ENSSSAG00000026982	AGKD04263771.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000026987	AGKD04245741.1	.	protein_coding		
ENSSSAG00000026991	AGKD04044723.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000026996	AGKD04129298.1	.	protein_coding		
ENSSSAG00000027002	AGKD04312052.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000027005	AGKD04086507.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000027009	AGKD04267703.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000027010	AGKD04090793.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027021	AGKD04119814.1	.	pseudogene		
ENSSSAG00000027024	AGKD04265752.1	.	protein_coding		
ENSSSAG00000027026	AGKD04263771.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000027027	AGKD04225563.1	.	protein_coding		
ENSSSAG00000027045	AGKD04086507.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000027048	AGKD04323319.1	.	protein_coding		
ENSSSAG00000027057	AGKD04296746.1	.	protein_coding		
ENSSSAG00000027058	AGKD04312052.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000027060	AGKD04090808.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000027061	AGKD04223778.1	.	protein_coding		
ENSSSAG00000027062	AGKD04309052.1	.	protein_coding		H3 clustered histone 15 [Source:HGNC Symbol%3BAcc:HGNC:20505]
ENSSSAG00000027068	AGKD04255269.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027070	AGKD04250242.1	.	protein_coding		
ENSSSAG00000027076	AGKD04088317.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027078	AGKD04329987.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027079	AGKD04263781.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000027092	AGKD04044182.1	.	protein_coding		
ENSSSAG00000027102	AGKD04312269.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000027106	AGKD04090808.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000027108	AGKD04307527.1	.	protein_coding		
ENSSSAG00000027120	AGKD04025972.1	.	protein_coding	trip13	pachytene checkpoint protein 2 homolog [Source:NCBI gene%3BAcc:106596102]
ENSSSAG00000027122	AGKD04280635.1	.	protein_coding		
ENSSSAG00000027130	AGKD04250368.1	.	ribozyme	RNaseP_nuc	Nuclear RNase P [Source:RFAM%3BAcc:RF00009]
ENSSSAG00000027131	AGKD04278375.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027137	ssa16	.	lncRNA		
ENSSSAG00000027138	AGKD04250880.1	.	protein_coding		
ENSSSAG00000027142	AGKD04117906.1	.	protein_coding		
ENSSSAG00000027154	AGKD04044185.1	.	protein_coding	mrps33	mitochondrial ribosomal protein S33 [Source:ZFIN%3BAcc:ZDB-GENE-040715-6]
ENSSSAG00000027157	AGKD04309124.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000027160	AGKD04090808.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000027165	AGKD04265763.1	.	protein_coding		
ENSSSAG00000027166	AGKD04235688.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027178	AGKD04250368.1	.	ribozyme	RNaseP_nuc	Nuclear RNase P [Source:RFAM%3BAcc:RF00009]
ENSSSAG00000027183	AGKD04267727.1	.	protein_coding		
ENSSSAG00000027184	AGKD04343669.1	.	protein_coding		
ENSSSAG00000027187	AGKD04250909.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027190	AGKD04263834.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027211	AGKD04270347.1	.	protein_coding		
ENSSSAG00000027230	AGKD04223798.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027232	AGKD04296797.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027233	AGKD04250379.1	.	protein_coding		
ENSSSAG00000027240	AGKD04290949.1	.	protein_coding		
ENSSSAG00000027252	AGKD04259737.1	.	protein_coding		
ENSSSAG00000027276	AGKD04223798.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027288	AGKD04278416.1	.	protein_coding		
ENSSSAG00000027308	AGKD04267850.1	.	protein_coding		
ENSSSAG00000027310	AGKD04250403.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000027315	AGKD04312415.1	.	pseudogene		
ENSSSAG00000027330	AGKD04323424.1	.	protein_coding		
ENSSSAG00000027336	AGKD04255397.1	.	snoRNA		
ENSSSAG00000027340	AGKD04140336.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000027341	AGKD04086521.1	.	protein_coding		
ENSSSAG00000027372	AGKD04265904.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027378	AGKD04102791.1	.	misc_RNA	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM%3BAcc:RF00017]
ENSSSAG00000027382	AGKD04235702.1	.	protein_coding		
ENSSSAG00000027383	AGKD04255397.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027385	AGKD04309194.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000027391	AGKD04140336.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000027393	AGKD04090872.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027394	AGKD04102157.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027400	AGKD04296879.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000027410	AGKD04135334.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027416	AGKD04087747.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027423	AGKD04251166.1	.	protein_coding		
ENSSSAG00000027431	AGKD04265926.1	.	protein_coding		
ENSSSAG00000027436	AGKD04309194.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000027439	AGKD04102857.1	.	protein_coding		
ENSSSAG00000027441	AGKD04278505.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000027450	AGKD04296922.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027466	AGKD04235713.1	.	protein_coding		
ENSSSAG00000027484	AGKD04309214.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000027485	AGKD04251213.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027490	AGKD04029121.1	.	protein_coding		
ENSSSAG00000027491	AGKD04278505.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000027497	AGKD04122635.1	.	protein_coding		
ENSSSAG00000027498	AGKD04102861.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027504	AGKD04265969.1	.	protein_coding		
ENSSSAG00000027513	AGKD04225729.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027514	AGKD04343846.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027515	AGKD04088546.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000027529	AGKD04323530.1	.	protein_coding		
ENSSSAG00000027533	AGKD04235726.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027536	AGKD04309214.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000027542	AGKD04251291.1	.	protein_coding		
ENSSSAG00000027551	AGKD04029526.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027552	AGKD04029121.1	.	pseudogene		
ENSSSAG00000027553	AGKD04280819.1	.	snoRNA		
ENSSSAG00000027562	AGKD04088555.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027564	AGKD04267911.1	.	protein_coding		
ENSSSAG00000027571	AGKD04102862.1	.	protein_coding		
ENSSSAG00000027573	AGKD04294137.1	.	protein_coding		
ENSSSAG00000027581	AGKD04266045.1	.	protein_coding		
ENSSSAG00000027591	AGKD04280819.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027593	AGKD04101600.1	.	protein_coding		
ENSSSAG00000027594	AGKD04235760.1	.	protein_coding		
ENSSSAG00000027600	AGKD04103852.1	.	protein_coding		
ENSSSAG00000027610	AGKD04267922.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027617	AGKD04323573.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027626	ssa07	.	lncRNA		
ENSSSAG00000027631	AGKD04140408.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027637	AGKD04264061.1	.	protein_coding		
ENSSSAG00000027651	AGKD04266049.1	.	protein_coding		
ENSSSAG00000027656	AGKD04086228.1	.	protein_coding		
ENSSSAG00000027661	AGKD04101607.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027665	AGKD04267944.1	.	protein_coding		
ENSSSAG00000027668	AGKD04270753.1	.	protein_coding		
ENSSSAG00000027686	AGKD04297012.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027687	AGKD04119864.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000027696	AGKD04101620.1	.	protein_coding		
ENSSSAG00000027698	AGKD04235780.1	.	protein_coding		
ENSSSAG00000027701	AGKD04044213.1	.	protein_coding		dispanin subfamily A member 2b-like [Source:NCBI gene%3BAcc:106598334]
ENSSSAG00000027708	AGKD04266070.1	.	protein_coding		
ENSSSAG00000027719	AGKD04119864.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000027725	AGKD04094981.1	.	protein_coding		
ENSSSAG00000027729	AGKD04280910.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000027738	AGKD04250648.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027748	AGKD04044942.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027758	AGKD04280910.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000027763	AGKD04297153.1	.	miRNA		
ENSSSAG00000027774	AGKD04094990.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027775	AGKD04251351.1	.	protein_coding		
ENSSSAG00000027783	AGKD04044942.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027791	AGKD04183474.1	.	protein_coding		
ENSSSAG00000027792	AGKD04235801.1	.	protein_coding		
ENSSSAG00000027800	AGKD04281071.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027804	AGKD04114248.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000027813	AGKD04235883.1	.	protein_coding		
ENSSSAG00000027817	AGKD04095072.1	.	protein_coding		
ENSSSAG00000027819	AGKD04294331.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027829	AGKD04230606.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000027844	AGKD04114248.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000027846	AGKD04044223.1	.	protein_coding	b2ml	beta-2-microglobulin-like [Source:NCBI gene%3BAcc:106598335]
ENSSSAG00000027847	AGKD04135607.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027864	AGKD04088604.1	.	protein_coding		
ENSSSAG00000027865	AGKD04250777.1	.	protein_coding		
ENSSSAG00000027866	AGKD04230606.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000027872	AGKD04075671.1	.	protein_coding		
ENSSSAG00000027915	AGKD04344065.1	.	protein_coding		
ENSSSAG00000027919	AGKD04095148.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027920	AGKD04135628.1	.	protein_coding		
ENSSSAG00000027929	AGKD04267951.1	.	protein_coding		
ENSSSAG00000027931	AGKD04230619.1	.	protein_coding		
ENSSSAG00000027947	AGKD04297192.1	.	protein_coding		
ENSSSAG00000027961	AGKD04095148.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000027969	AGKD04251475.1	.	protein_coding		
ENSSSAG00000027978	AGKD04266141.1	.	protein_coding		
ENSSSAG00000027988	AGKD04230662.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000027991	AGKD04129653.1	.	protein_coding		
ENSSSAG00000028013	AGKD04122824.1	.	protein_coding		
ENSSSAG00000028023	AGKD04066518.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000028026	AGKD04079633.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000028030	AGKD04029542.1	.	protein_coding	rpn1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1-like [Source:NCBI gene%3BAcc:106596779]
ENSSSAG00000028050	AGKD04281237.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000028056	AGKD04095196.1	.	snoRNA		
ENSSSAG00000028064	AGKD04079633.1	.	snRNA	U4	U4 spliceosomal RNA [Source:RFAM%3BAcc:RF00015]
ENSSSAG00000028065	AGKD04066518.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000028071	AGKD04267963.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000028080	ssa09	.	pseudogene		
ENSSSAG00000028086	AGKD04251682.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000028090	AGKD04309574.1	.	protein_coding		
ENSSSAG00000028097	AGKD04066518.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000028102	AGKD04095196.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000028107	AGKD04266228.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000028110	AGKD04079634.1	.	protein_coding		
ENSSSAG00000028120	AGKD04251684.1	.	protein_coding		
ENSSSAG00000028123	ssa16	.	lncRNA		
ENSSSAG00000028136	AGKD04095196.1	.	snoRNA		
ENSSSAG00000028140	AGKD04183899.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000028142	AGKD04230688.1	.	protein_coding		
ENSSSAG00000028153	AGKD04312756.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000028163	AGKD04135729.1	.	protein_coding		
ENSSSAG00000028165	AGKD04236016.1	.	protein_coding		
ENSSSAG00000028166	AGKD04122834.1	.	protein_coding		
ENSSSAG00000028169	AGKD04119992.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000028173	AGKD04183899.1	.	snRNA	U2	U2 spliceosomal RNA [Source:RFAM%3BAcc:RF00004]
ENSSSAG00000028174	AGKD04095196.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000028183	AGKD04077384.1	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000028189	AGKD04309592.1	.	protein_coding		
ENSSSAG00000028204	ssa10	.	miRNA		
ENSSSAG00000028209	AGKD04119992.1	.	snRNA	U6	U6 spliceosomal RNA [Source:RFAM%3BAcc:RF00026]
ENSSSAG00000028226	AGKD04114349.1	.	protein_coding		
ENSSSAG00000028228	AGKD04087885.1	.	protein_coding		
ENSSSAG00000028230	AGKD04297387.1	.	snRNA	U5	U5 spliceosomal RNA [Source:RFAM%3BAcc:RF00020]
ENSSSAG00000028232	AGKD04035014.1	.	scaRNA		
ENSSSAG00000028236	AGKD04230722.1	.	snoRNA		
ENSSSAG00000028259	AGKD04309697.1	.	protein_coding		
ENSSSAG00000028269	AGKD04230722.1	.	snoRNA	U3	Small nucleolar RNA U3 [Source:RFAM%3BAcc:RF00012]
ENSSSAG00000028270	AGKD04297423.1	.	protein_coding		
ENSSSAG00000028275	AGKD04029135.1	.	protein_coding	nars1	asparaginyl-tRNA synthetase 1 [Source:ZFIN%3BAcc:ZDB-GENE-030131-1016]
ENSSSAG00000028304	ssa11	.	snRNA	U1	U1 spliceosomal RNA [Source:RFAM%3BAcc:RF00003]
ENSSSAG00000028309	AGKD04107902.1	.	protein_coding		
ENSSSAG00000028314	AGKD04094124.1	.	snoRNA		
ENSSSAG00000028334	AGKD04230729.1	.	protein_coding		
ENSSSAG00000028337	AGKD04251763.1	.	protein_coding		
ENSSSAG00000028345	AGKD04094124.1	.	snoRNA		
